,passengerid,survived,pclass,name,age,sibsp,parch,ticket,fare,embarked,family_size,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,title_7,ticket_number,passengers_per_ticket,true_fare,true_fare_scaled
646,647,0,3,"Cor, Mr. Liudevit",19.0,0,0,349231,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349231,1,7.9,0.03562088556226891
647,648,1,1,"Simonius-Blumer, Col. Oberst Alfons",56.0,0,0,13213,35.5,3.0,1,1,0,0,0,0,0,0,1,0,13213,1,35.5,0.16006853638741092
648,649,0,3,"Willey, Mr. Edward",30.0,0,0,S.O./P.P. 751,7.55,1.0,1,1,0,1,0,0,0,0,0,0,751,2,3.78,0.017043917395617277
649,650,1,3,"Stanley, Miss. Amy Zillah Elsie",23.0,0,0,CA. 2314,7.55,1.0,1,0,1,0,0,1,0,0,0,0,2314,1,7.55,0.03404274506267472
650,651,0,3,"Mitkoff, Mr. Mito",30.0,0,0,349221,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349221,1,7.9,0.03562088556226891
651,652,1,2,"Doling, Miss. Elsie",18.0,0,1,231919,23.0,1.0,2,0,1,0,0,1,0,0,0,0,231919,2,11.5,0.05185318784380918
652,653,0,3,"Kalvik, Mr. Johannes Halvorsen",21.0,0,0,8475,8.4333,1.0,1,1,0,1,0,0,0,0,0,0,8475,1,8.43,0.038010641175940114
653,654,1,3,"O'Leary, Miss. Hanora ""Norah""",21.0,0,0,330919,7.8292,2.0,1,0,1,0,0,1,0,0,0,0,330919,1,7.83,0.035305257462350075
654,655,0,3,"Hegarty, Miss. Hanora ""Nora""",18.0,0,0,365226,6.75,2.0,1,0,1,0,0,1,0,0,0,0,365226,1,6.75,0.030435566777887994
655,656,0,2,"Hickman, Mr. Leonard Mark",24.0,2,0,S.O.C. 14879,73.5,1.0,3,1,0,1,0,0,0,0,0,0,14879,5,14.7,0.06628190098295607
656,657,0,3,"Radeff, Mr. Alexander",30.0,0,0,349223,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349223,1,7.9,0.03562088556226891
657,658,0,3,"Bourke, Mrs. John (Catherine)",32.0,1,1,364849,15.5,2.0,3,0,1,0,1,0,0,0,0,0,364849,2,7.75,0.0349445396338714
658,659,0,2,"Eitemiller, Mr. George Floyd",23.0,0,0,29751,13.0,1.0,1,1,0,1,0,0,0,0,0,0,29751,1,13.0,0.058616647127784284
659,660,0,1,"Newell, Mr. Arthur Webster",58.0,0,2,35273,113.275,3.0,3,1,0,1,0,0,0,0,0,0,35273,3,37.76,0.1702588150419334
660,661,1,1,"Frauenthal, Dr. Henry William",50.0,2,0,PC 17611,133.65,1.0,3,1,0,0,0,0,0,0,1,0,17611,2,66.82,0.3012895662368112
661,662,0,3,"Badt, Mr. Mohamed",40.0,0,0,2623,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2623,1,7.22,0.03255478402020019
662,663,0,1,"Colley, Mr. Edward Pomeroy",47.0,0,0,5727,25.5875,1.0,1,1,0,1,0,0,0,0,0,0,5727,1,25.59,0.11538461538461538
663,664,0,3,"Coleff, Mr. Peju",36.0,0,0,349210,7.4958,1.0,1,1,0,1,0,0,0,0,0,0,349210,1,7.5,0.03381729641987555
664,665,1,3,"Lindqvist, Mr. Eino William",20.0,1,0,STON/O 2. 3101285,7.925,1.0,2,1,0,1,0,0,0,0,0,0,3101285,1,7.92,0.03571106501938858
665,666,0,2,"Hickman, Mr. Lewis",32.0,2,0,S.O.C. 14879,73.5,1.0,3,1,0,1,0,0,0,0,0,0,14879,5,14.7,0.06628190098295607
666,667,0,2,"Butler, Mr. Reginald Fenton",25.0,0,0,234686,13.0,1.0,1,1,0,1,0,0,0,0,0,0,234686,1,13.0,0.058616647127784284
667,668,0,3,"Rommetvedt, Mr. Knud Paust",30.0,0,0,312993,7.775,1.0,1,1,0,1,0,0,0,0,0,0,312993,1,7.78,0.0350798088195509
668,669,0,3,"Cook, Mr. Jacob",43.0,0,0,A/5 3536,8.05,1.0,1,1,0,1,0,0,0,0,0,0,3536,1,8.05,0.03629723149066642
669,670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",35.0,1,0,19996,52.0,1.0,2,0,1,0,1,0,0,0,0,0,19996,2,26.0,0.11723329425556857
670,671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",40.0,1,1,29750,39.0,1.0,3,0,1,0,1,0,0,0,0,0,29750,2,19.5,0.08792497069167643
671,672,0,1,"Davidson, Mr. Thornton",31.0,1,0,F.C. 12750,52.0,1.0,2,1,0,1,0,0,0,0,0,0,12750,1,52.0,0.23446658851113714
672,673,0,2,"Mitchell, Mr. Henry Michael",70.0,0,0,C.A. 24580,10.5,1.0,1,1,0,1,0,0,0,0,0,0,24580,1,10.5,0.04734421498782577
673,674,1,2,"Wilhelms, Mr. Charles",31.0,0,0,244270,13.0,1.0,1,1,0,1,0,0,0,0,0,0,244270,1,13.0,0.058616647127784284
674,675,0,2,"Watson, Mr. Ennis Hastings",30.0,0,0,239856,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239856,1,0.0,0.0
675,676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",18.0,0,0,349912,7.775,1.0,1,1,0,1,0,0,0,0,0,0,349912,1,7.78,0.0350798088195509
676,677,0,3,"Sawyer, Mr. Frederick Charles",24.5,0,0,342826,8.05,1.0,1,1,0,1,0,0,0,0,0,0,342826,1,8.05,0.03629723149066642
677,678,1,3,"Turja, Miss. Anna Sofia",18.0,0,0,4138,9.8417,1.0,1,0,1,0,0,1,0,0,0,0,4138,1,9.84,0.04436829290287672
678,679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",43.0,1,6,CA 2144,46.9,1.0,8,0,1,0,1,0,0,0,0,0,2144,6,7.82,0.03526016773379024
679,680,1,1,"Cardeza, Mr. Thomas Drake Martinez",36.0,0,1,PC 17755,512.3292,3.0,2,1,0,1,0,0,0,0,0,0,17755,3,170.78,0.7700423843448462
680,681,0,3,"Peters, Miss. Katie",21.0,0,0,330935,8.1375,2.0,1,0,1,0,0,1,0,0,0,0,330935,1,8.14,0.03670303904770493
681,682,1,1,"Hassab, Mr. Hammad",27.0,0,0,PC 17572,76.7292,3.0,1,1,0,1,0,0,0,0,0,0,17572,3,25.58,0.11533952565605553
682,683,0,3,"Olsvigen, Mr. Thor Anderson",20.0,0,0,6563,9.225,1.0,1,1,0,1,0,0,0,0,0,0,6563,1,9.22,0.04157272973216701
683,684,0,3,"Goodwin, Mr. Charles Edward",14.0,5,2,CA 2144,46.9,1.0,8,1,0,1,0,0,0,0,0,0,2144,6,7.82,0.03526016773379024
684,685,0,2,"Brown, Mr. Thomas William Solomon",60.0,1,1,29750,39.0,1.0,3,1,0,1,0,0,0,0,0,0,29750,2,19.5,0.08792497069167643
685,686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",25.0,1,2,SC/Paris 2123,41.5792,3.0,4,1,0,1,0,0,0,0,0,0,2123,3,13.86,0.062494363783930015
686,687,0,3,"Panula, Mr. Jaako Arnold",14.0,4,1,3101295,39.6875,1.0,6,1,0,1,0,0,0,0,0,0,3101295,6,6.61,0.02980431057805032
687,688,0,3,"Dakic, Mr. Branko",19.0,0,0,349228,10.1708,1.0,1,1,0,1,0,0,0,0,0,0,349228,1,10.17,0.04585625394535124
688,689,0,3,"Fischer, Mr. Eberhard Thelander",18.0,0,0,350036,7.7958,1.0,1,1,0,1,0,0,0,0,0,0,350036,1,7.8,0.03516998827667057
689,690,1,1,"Madill, Miss. Georgette Alexandra",15.0,0,1,24160,211.3375,1.0,2,0,1,0,0,1,0,0,0,0,24160,3,70.45,0.317657137704031
690,691,1,1,"Dick, Mr. Albert Adrian",31.0,1,0,17474,57.0,1.0,2,1,0,1,0,0,0,0,0,0,17474,3,19.0,0.08567048426368472
691,692,1,3,"Karun, Miss. Manca",4.0,0,1,349256,13.4167,3.0,2,0,1,0,0,1,0,0,0,0,349256,1,13.42,0.06051041572729732
692,693,1,3,"Lam, Mr. Ali",30.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
693,694,0,3,"Saad, Mr. Khalil",25.0,0,0,2672,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2672,1,7.22,0.03255478402020019
694,695,0,1,"Weir, Col. John",60.0,0,0,113800,26.55,1.0,1,1,0,0,0,0,0,0,1,0,113800,1,26.55,0.11971322932635944
695,696,0,2,"Chapman, Mr. Charles Henry",52.0,0,0,248731,13.5,1.0,1,1,0,1,0,0,0,0,0,0,248731,1,13.5,0.06087113355577599
696,697,0,3,"Kelly, Mr. James",44.0,0,0,363592,8.05,1.0,1,1,0,1,0,0,0,0,0,0,363592,1,8.05,0.03629723149066642
697,698,1,3,"Mullens, Miss. Katherine ""Katie""",21.0,0,0,35852,7.7333,2.0,1,0,1,0,0,1,0,0,0,0,35852,1,7.73,0.03485436017675173
698,699,0,1,"Thayer, Mr. John Borland",49.0,1,1,17421,110.8833,3.0,3,1,0,1,0,0,0,0,0,0,17421,4,27.72,0.12498872756786003
699,700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",42.0,0,0,348121,7.65,1.0,1,1,0,1,0,0,0,0,0,0,348121,1,7.65,0.03449364234827306
700,701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",18.0,1,0,PC 17757,227.525,3.0,2,0,1,0,1,0,0,0,0,0,17757,4,56.88,0.25647037604833617
701,702,1,1,"Silverthorne, Mr. Spencer Victor",35.0,0,0,PC 17475,26.2875,1.0,1,1,0,1,0,0,0,0,0,0,17475,1,26.29,0.11854089638380376
702,703,0,3,"Barbara, Miss. Saiide",18.0,0,1,2691,14.4542,3.0,2,0,1,0,0,1,0,0,0,0,2691,2,7.23,0.032599873748760035
703,704,0,3,"Gallagher, Mr. Martin",25.0,0,0,36864,7.7417,2.0,1,1,0,1,0,0,0,0,0,0,36864,1,7.74,0.03489944990531157
704,705,0,3,"Hansen, Mr. Henrik Juul",26.0,1,0,350025,7.8542,1.0,2,1,0,1,0,0,0,0,0,0,350025,1,7.85,0.03539543691946974
705,706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39.0,0,0,250655,26.0,1.0,1,1,0,1,0,0,0,0,0,0,250655,2,13.0,0.058616647127784284
706,707,1,2,"Kelly, Mrs. Florence ""Fannie""",45.0,0,0,223596,13.5,1.0,1,0,1,0,1,0,0,0,0,0,223596,1,13.5,0.06087113355577599
707,708,1,1,"Calderhead, Mr. Edward Pennington",42.0,0,0,PC 17476,26.2875,1.0,1,1,0,1,0,0,0,0,0,0,17476,1,26.29,0.11854089638380376
708,709,1,1,"Cleaver, Miss. Alice",22.0,0,0,113781,151.55,1.0,1,0,1,0,0,1,0,0,0,0,113781,4,37.89,0.17084498151321129
709,710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",4.0,1,1,2661,15.2458,3.0,3,1,0,0,0,0,1,0,0,0,2661,2,7.62,0.03435837316259356
710,711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24.0,0,0,PC 17482,49.5042,3.0,1,0,1,0,0,1,0,0,0,0,17482,1,49.5,0.22319415637117862
711,712,0,1,"Klaber, Mr. Herman",30.0,0,0,113028,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113028,1,26.55,0.11971322932635944
712,713,1,1,"Taylor, Mr. Elmer Zebley",48.0,1,0,19996,52.0,1.0,2,1,0,1,0,0,0,0,0,0,19996,2,26.0,0.11723329425556857
713,714,0,3,"Larsson, Mr. August Viktor",29.0,0,0,7545,9.4833,1.0,1,1,0,1,0,0,0,0,0,0,7545,1,9.48,0.042745062674722695
714,715,0,2,"Greenberg, Mr. Samuel",52.0,0,0,250647,13.0,1.0,1,1,0,1,0,0,0,0,0,0,250647,2,6.5,0.029308323563892142
715,716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",19.0,0,0,348124,7.65,1.0,1,1,0,1,0,0,0,0,0,0,348124,1,7.65,0.03449364234827306
716,717,1,1,"Endres, Miss. Caroline Louise",38.0,0,0,PC 17757,227.525,3.0,1,0,1,0,0,1,0,0,0,0,17757,4,56.88,0.25647037604833617
717,718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",27.0,0,0,34218,10.5,1.0,1,0,1,0,0,1,0,0,0,0,34218,1,10.5,0.04734421498782577
718,719,0,3,"McEvoy, Mr. Michael",30.0,0,0,36568,15.5,2.0,1,1,0,1,0,0,0,0,0,0,36568,1,15.5,0.0698890792677428
719,720,0,3,"Johnson, Mr. Malkolm Joackim",33.0,0,0,347062,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347062,1,7.78,0.0350798088195509
720,721,1,2,"Harper, Miss. Annie Jessie ""Nina""",6.0,0,1,248727,33.0,1.0,2,0,1,0,0,1,0,0,0,0,248727,3,11.0,0.04959870141581747
721,722,0,3,"Jensen, Mr. Svend Lauritz",17.0,1,0,350048,7.0542,1.0,2,1,0,1,0,0,0,0,0,0,350048,1,7.05,0.031788258634683014
722,723,0,2,"Gillespie, Mr. William Henry",34.0,0,0,12233,13.0,1.0,1,1,0,1,0,0,0,0,0,0,12233,1,13.0,0.058616647127784284
723,724,0,2,"Hodges, Mr. Henry Price",50.0,0,0,250643,13.0,1.0,1,1,0,1,0,0,0,0,0,0,250643,1,13.0,0.058616647127784284
724,725,1,1,"Chambers, Mr. Norman Campbell",27.0,1,0,113806,53.1,1.0,2,1,0,1,0,0,0,0,0,0,113806,2,26.55,0.11971322932635944
725,726,0,3,"Oreskovic, Mr. Luka",20.0,0,0,315094,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315094,1,8.66,0.0390477049328163
726,727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)",30.0,3,0,31027,21.0,1.0,4,0,1,0,1,0,0,0,0,0,31027,2,10.5,0.04734421498782577
727,728,1,3,"Mannion, Miss. Margareth",21.0,0,0,36866,7.7375,2.0,1,0,1,0,0,1,0,0,0,0,36866,1,7.74,0.03489944990531157
728,729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid",25.0,1,0,236853,26.0,1.0,2,1,0,1,0,0,0,0,0,0,236853,1,26.0,0.11723329425556857
729,730,0,3,"Ilmakangas, Miss. Pieta Sofia",25.0,1,0,STON/O2. 3101271,7.925,1.0,2,0,1,0,0,1,0,0,0,0,3101271,1,7.92,0.03571106501938858
730,731,1,1,"Allen, Miss. Elisabeth Walton",29.0,0,0,24160,211.3375,1.0,1,0,1,0,0,1,0,0,0,0,24160,3,70.45,0.317657137704031
731,732,0,3,"Hassan, Mr. Houssein G N",11.0,0,0,2699,18.7875,3.0,1,1,0,1,0,0,0,0,0,0,2699,2,9.39,0.04233925511768419
732,733,0,2,"Knight, Mr. Robert J",30.0,0,0,239855,0.0,1.0,1,1,0,1,0,0,0,0,0,0,239855,1,0.0,0.0
733,734,0,2,"Berriman, Mr. William John",23.0,0,0,28425,13.0,1.0,1,1,0,1,0,0,0,0,0,0,28425,1,13.0,0.058616647127784284
734,735,0,2,"Troupiansky, Mr. Moses Aaron",23.0,0,0,233639,13.0,1.0,1,1,0,1,0,0,0,0,0,0,233639,1,13.0,0.058616647127784284
735,736,0,3,"Williams, Mr. Leslie",28.5,0,0,54636,16.1,1.0,1,1,0,1,0,0,0,0,0,0,54636,2,8.05,0.03629723149066642
736,737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)",48.0,1,3,W./C. 6608,34.375,1.0,5,0,1,0,1,0,0,0,0,0,6608,4,8.59,0.038732076832897464
737,738,1,1,"Lesurer, Mr. Gustave J",35.0,0,0,PC 17755,512.3292,3.0,1,1,0,1,0,0,0,0,0,0,17755,3,170.78,0.7700423843448462
738,739,0,3,"Ivanoff, Mr. Kanio",30.0,0,0,349201,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349201,1,7.9,0.03562088556226891
739,740,0,3,"Nankoff, Mr. Minko",30.0,0,0,349218,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349218,1,7.9,0.03562088556226891
740,741,1,1,"Hawksford, Mr. Walter James",30.0,0,0,16988,30.0,1.0,1,1,0,1,0,0,0,0,0,0,16988,1,30.0,0.1352691856795022
741,742,0,1,"Cavendish, Mr. Tyrell William",36.0,1,0,19877,78.85,1.0,2,1,0,1,0,0,0,0,0,0,19877,2,39.42,0.1777437099828659
742,743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""",21.0,2,2,PC 17608,262.375,3.0,5,0,1,0,0,1,0,0,0,0,17608,2,131.19,0.5915321489764631
743,744,0,3,"McNamee, Mr. Neal",24.0,1,0,376566,16.1,1.0,2,1,0,1,0,0,0,0,0,0,376566,1,16.1,0.07259446298133285
744,745,1,3,"Stranden, Mr. Juho",31.0,0,0,STON/O 2. 3101288,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101288,1,7.92,0.03571106501938858
745,746,0,1,"Crosby, Capt. Edward Gifford",70.0,1,1,WE/P 5735,71.0,1.0,3,1,0,0,0,0,0,0,1,0,5735,2,35.5,0.16006853638741092
746,747,0,3,"Abbott, Mr. Rossmore Edward",16.0,1,1,C.A. 2673,20.25,1.0,3,1,0,1,0,0,0,0,0,0,2673,2,10.12,0.04563080530255207
747,748,1,2,"Sinkkonen, Miss. Anna",30.0,0,0,250648,13.0,1.0,1,0,1,0,0,1,0,0,0,0,250648,1,13.0,0.058616647127784284
748,749,0,1,"Marvin, Mr. Daniel Warner",19.0,1,0,113773,53.1,1.0,2,1,0,1,0,0,0,0,0,0,113773,1,53.1,0.2394264586527189
749,750,0,3,"Connaghton, Mr. Michael",31.0,0,0,335097,7.75,2.0,1,1,0,1,0,0,0,0,0,0,335097,1,7.75,0.0349445396338714
750,751,1,2,"Wells, Miss. Joan",4.0,1,1,29103,23.0,1.0,3,0,1,0,0,1,0,0,0,0,29103,1,23.0,0.10370637568761835
751,752,1,3,"Moor, Master. Meier",6.0,0,1,392096,12.475,1.0,2,1,0,0,0,0,1,0,0,0,392096,2,6.24,0.028135990621336458
752,753,0,3,"Vande Velde, Mr. Johannes Joseph",33.0,0,0,345780,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345780,1,9.5,0.04283524213184236
753,754,0,3,"Jonkoff, Mr. Lalio",23.0,0,0,349204,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349204,1,7.9,0.03562088556226891
754,755,1,2,"Herman, Mrs. Samuel (Jane Laver)",48.0,1,2,220845,65.0,1.0,4,0,1,0,1,0,0,0,0,0,220845,2,32.5,0.1465416178194607
755,756,1,2,"Hamalainen, Master. Viljo",0.67,1,1,250649,14.5,1.0,3,1,0,0,0,0,1,0,0,0,250649,2,7.25,0.0326900532058797
756,757,0,3,"Carlsson, Mr. August Sigfrid",28.0,0,0,350042,7.7958,1.0,1,1,0,1,0,0,0,0,0,0,350042,1,7.8,0.03516998827667057
757,758,0,2,"Bailey, Mr. Percy Andrew",18.0,0,0,29108,11.5,1.0,1,1,0,1,0,0,0,0,0,0,29108,1,11.5,0.05185318784380918
758,759,0,3,"Theobald, Mr. Thomas Leonard",34.0,0,0,363294,8.05,1.0,1,1,0,1,0,0,0,0,0,0,363294,1,8.05,0.03629723149066642
759,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",33.0,0,0,110152,86.5,1.0,1,0,1,0,0,0,0,0,0,1,110152,3,28.83,0.1299936874380016
760,761,0,3,"Garfirth, Mr. John",30.0,0,0,358585,14.5,1.0,1,1,0,1,0,0,0,0,0,0,358585,2,7.25,0.0326900532058797
761,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",41.0,0,0,SOTON/O2 3101272,7.125,1.0,1,1,0,1,0,0,0,0,0,0,3101272,1,7.12,0.03210388673460186
762,763,1,3,"Barah, Mr. Hanna Assi",20.0,0,0,2663,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2663,1,7.23,0.032599873748760035
763,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",36.0,1,2,113760,120.0,1.0,4,0,1,0,1,0,0,0,0,0,113760,4,30.0,0.1352691856795022
764,765,0,3,"Eklund, Mr. Hans Linus",16.0,0,0,347074,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347074,1,7.78,0.0350798088195509
765,766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",51.0,1,0,13502,77.9583,1.0,2,0,1,0,1,0,0,0,0,0,13502,3,25.99,0.11718820452700873
766,767,0,1,"Brewe, Dr. Arthur Jackson",50.0,0,0,112379,39.6,3.0,1,1,0,0,0,0,0,0,1,0,112379,1,39.6,0.1785553250969429
767,768,0,3,"Mangan, Miss. Mary",30.5,0,0,364850,7.75,2.0,1,0,1,0,0,1,0,0,0,0,364850,1,7.75,0.0349445396338714
768,769,0,3,"Moran, Mr. Daniel J",30.0,1,0,371110,24.15,2.0,2,1,0,1,0,0,0,0,0,0,371110,3,8.05,0.03629723149066642
769,770,0,3,"Gronnestad, Mr. Daniel Danielsen",32.0,0,0,8471,8.3625,1.0,1,1,0,1,0,0,0,0,0,0,8471,1,8.36,0.03769501307602128
770,771,0,3,"Lievens, Mr. Rene Aime",24.0,0,0,345781,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345781,1,9.5,0.04283524213184236
771,772,0,3,"Jensen, Mr. Niels Peder",48.0,0,0,350047,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,350047,1,7.85,0.03539543691946974
772,773,0,2,"Mack, Mrs. (Mary)",57.0,0,0,S.O./P.P. 3,10.5,1.0,1,0,1,0,1,0,0,0,0,0,3,2,5.25,0.023672107493912884
773,774,0,3,"Elias, Mr. Dibo",30.0,0,0,2674,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2674,1,7.22,0.03255478402020019
774,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",54.0,1,3,29105,23.0,1.0,5,0,1,0,1,0,0,0,0,0,29105,1,23.0,0.10370637568761835
775,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18.0,0,0,347078,7.75,1.0,1,1,0,1,0,0,0,0,0,0,347078,1,7.75,0.0349445396338714
776,777,0,3,"Tobin, Mr. Roger",30.0,0,0,383121,7.75,2.0,1,1,0,1,0,0,0,0,0,0,383121,1,7.75,0.0349445396338714
777,778,1,3,"Emanuel, Miss. Virginia Ethel",5.0,0,0,364516,12.475,1.0,1,0,1,0,0,1,0,0,0,0,364516,2,6.24,0.028135990621336458
778,779,0,3,"Kilgannon, Mr. Thomas J",30.0,0,0,36865,7.7375,2.0,1,1,0,1,0,0,0,0,0,0,36865,1,7.74,0.03489944990531157
779,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",43.0,0,1,24160,211.3375,1.0,2,0,1,0,1,0,0,0,0,0,24160,3,70.45,0.317657137704031
780,781,1,3,"Ayoub, Miss. Banoura",13.0,0,0,2687,7.2292,3.0,1,0,1,0,0,1,0,0,0,0,2687,1,7.23,0.032599873748760035
781,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,1,0,17474,57.0,1.0,2,0,1,0,1,0,0,0,0,0,17474,3,19.0,0.08567048426368472
782,783,0,1,"Long, Mr. Milton Clyde",29.0,0,0,113501,30.0,1.0,1,1,0,1,0,0,0,0,0,0,113501,1,30.0,0.1352691856795022
783,784,0,3,"Johnston, Mr. Andrew G",30.0,1,2,W./C. 6607,23.45,1.0,4,1,0,1,0,0,0,0,0,0,6607,2,11.72,0.052845161872125526
784,785,0,3,"Ali, Mr. William",25.0,0,0,SOTON/O.Q. 3101312,7.05,1.0,1,1,0,1,0,0,0,0,0,0,3101312,1,7.05,0.031788258634683014
785,786,0,3,"Harmer, Mr. Abraham (David Lishin)",25.0,0,0,374887,7.25,1.0,1,1,0,1,0,0,0,0,0,0,374887,1,7.25,0.0326900532058797
786,787,1,3,"Sjoblom, Miss. Anna Sofia",18.0,0,0,3101265,7.4958,1.0,1,0,1,0,0,1,0,0,0,0,3101265,1,7.5,0.03381729641987555
787,788,0,3,"Rice, Master. George Hugh",8.0,4,1,382652,29.125,2.0,6,1,0,0,0,0,1,0,0,0,382652,5,5.82,0.026242222021823428
788,789,1,3,"Dean, Master. Bertram Vere",1.0,1,2,C.A. 2315,20.575,1.0,4,1,0,0,0,0,1,0,0,0,2315,2,10.29,0.04639733068806925
789,790,0,1,"Guggenheim, Mr. Benjamin",46.0,0,0,PC 17593,79.2,3.0,1,1,0,1,0,0,0,0,0,0,17593,2,39.6,0.1785553250969429
790,791,0,3,"Keane, Mr. Andrew ""Andy""",30.0,0,0,12460,7.75,2.0,1,1,0,1,0,0,0,0,0,0,12460,1,7.75,0.0349445396338714
791,792,0,2,"Gaskell, Mr. Alfred",16.0,0,0,239865,26.0,1.0,1,1,0,1,0,0,0,0,0,0,239865,2,13.0,0.058616647127784284
792,793,0,3,"Sage, Miss. Stella Anna",21.0,8,2,CA. 2343,69.55,1.0,11,0,1,0,0,1,0,0,0,0,2343,7,9.94,0.04481919018847506
793,794,0,1,"Hoyt, Mr. William Fisher",30.0,0,0,PC 17600,30.6958,3.0,1,1,0,1,0,0,0,0,0,0,17600,1,30.7,0.13842546667869057
794,795,0,3,"Dantcheff, Mr. Ristiu",25.0,0,0,349203,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349203,1,7.9,0.03562088556226891
795,796,0,2,"Otter, Mr. Richard",39.0,0,0,28213,13.0,1.0,1,1,0,1,0,0,0,0,0,0,28213,1,13.0,0.058616647127784284
796,797,1,1,"Leader, Dr. Alice (Farnham)",49.0,0,0,17465,25.9292,1.0,1,0,1,0,0,0,0,0,1,0,17465,1,25.93,0.11691766615564973
797,798,1,3,"Osman, Mrs. Mara",31.0,0,0,349244,8.6833,1.0,1,0,1,0,1,0,0,0,0,0,349244,1,8.68,0.03913788438993597
798,799,0,3,"Ibrahim Shawah, Mr. Yousseff",30.0,0,0,2685,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2685,1,7.23,0.032599873748760035
799,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",30.0,1,1,345773,24.15,1.0,3,0,1,0,1,0,0,0,0,0,345773,3,8.05,0.03629723149066642
800,801,0,2,"Ponesell, Mr. Martin",34.0,0,0,250647,13.0,1.0,1,1,0,1,0,0,0,0,0,0,250647,2,6.5,0.029308323563892142
801,802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",31.0,1,1,C.A. 31921,26.25,1.0,3,0,1,0,1,0,0,0,0,0,31921,3,8.75,0.039453512489854806
802,803,1,1,"Carter, Master. William Thornton II",11.0,1,2,113760,120.0,1.0,4,1,0,0,0,0,1,0,0,0,113760,4,30.0,0.1352691856795022
803,804,1,3,"Thomas, Master. Assad Alexander",0.42,0,1,2625,8.5167,3.0,2,1,0,0,0,0,1,0,0,0,2625,1,8.52,0.03841644873297862
804,805,1,3,"Hedman, Mr. Oskar Arvid",27.0,0,0,347089,6.975,1.0,1,1,0,1,0,0,0,0,0,0,347089,1,6.98,0.03147263053476418
805,806,0,3,"Johansson, Mr. Karl Johan",31.0,0,0,347063,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347063,1,7.78,0.0350798088195509
806,807,0,1,"Andrews, Mr. Thomas Jr",39.0,0,0,112050,0.0,1.0,1,1,0,1,0,0,0,0,0,0,112050,1,0.0,0.0
807,808,0,3,"Pettersson, Miss. Ellen Natalia",18.0,0,0,347087,7.775,1.0,1,0,1,0,0,1,0,0,0,0,347087,1,7.78,0.0350798088195509
808,809,0,2,"Meyer, Mr. August",39.0,0,0,248723,13.0,1.0,1,1,0,1,0,0,0,0,0,0,248723,1,13.0,0.058616647127784284
